GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,related to marijuana usage or posession?,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1,1,67,2018,"4300 Block MURRAY AV PITTSBURGH, PA ",2,0,6,4,1517,5,3,-79.92905816,40.42177066
1,0,25,2018,"200 Block SHILOH ST PITTSBURGH, PA ",31,0,55,3,1914,2,5,-80.00757224,40.43071915
1,0,25,2018,"200 Block SHILOH ST PITTSBURGH, PA ",2,0,55,3,1914,2,5,-80.00757224,40.43071915
0,0,24,2018,"200 Block SHILOH ST PITTSBURGH, PA ",0,0,55,3,1914,2,5,-80.00757224,40.43071915
1,0,32,2018,"1900 Block SMALLMAN ST PITTSBURGH, PA ",35,0,24,2,203,7,6,-79.98474351,40.45131135
1,0,32,2018,"1900 Block SMALLMAN ST PITTSBURGH, PA ",46,0,24,2,203,7,6,-79.98474351,40.45131135
1,0,42,2018,"MARSHALL AV PITTSBURGH, PA ",19,0,18,1,2615,,,0,0
1,0,21,2018,"S 15TH ST PITTSBURGH, PA ",19,0,13,3,1702,,,0,0
1,1,23,2018,"E CARSON ST PITTSBURGH, PA ",12,0,13,3,1702,,,0,0
1,0,27,2018,"E CARSON ST PITTSBURGH, PA ",19,0,13,3,1702,,,0,0
1,1,24,2018,"300 Block 20 DR PITTSBURGH, PA ",17,0,37,1,2509,1,6,-80.01179547,40.44576994
1,0,23,2018,"300 Block 20 DR PITTSBURGH, PA ",17,0,37,1,2509,1,6,-80.01179547,40.44576994
0,1,25,2018,"CRAFT AV PITTSBURGH, PA ",17,0,75,4,409,,,0,0
0,1,21,2018,"CRAFT AV PITTSBURGH, PA ",17,0,75,4,409,,,0,0
0,1,47,2018,"30 Block PIUS ST PITTSBURGH, PA ",2,0,50,3,1706,3,3,-79.98382541,40.42468915
0,1,47,2018,"30 Block PIUS ST PITTSBURGH, PA ",0,0,50,3,1706,3,3,-79.98382541,40.42468915
0,2,15,2018,"900 Block AGNEW RD PITTSBURGH, PA ",35,0,2,4,5599,5,3,-79.96618933,40.40023906
1,1,27,2018,"600 Block LIBERTY AV PITTSBURGH, PA ",47,0,86,2,201,6,6,-80.00162045,40.44177298
1,0,72,2018,"S 8TH ST PITTSBURGH, PA ",2,0,13,3,1702,,,0,0
1,1,46,2018,"300 Block 3RD AV PITTSBURGH, PA ",35,0,86,2,201,6,6,-80.00161855,40.43880878
1,1,33,2018,"S 18TH ST PITTSBURGH, PA ",2,0,13,3,1702,,,0,0
1,0,28,2018,"S 12TH ST PITTSBURGH, PA ",17,0,13,3,1702,,,0,0
1,1,17,2018,"6200 Block PENN AV PITTSBURGH, PA ",47,0,9,5,1115,8,2,-79.92271679,40.46059432
1,1,48,2018,"4200 Block STANTON AV PITTSBURGH, PA ",46,0,80,2,1018,7,2,-79.94879814,40.47807171
1,1,60,2018,"800 Block N HOMEWOOD AV PITTSBURGH, PA ",3,0,45,5,1303,9,2,-79.89639595,40.45651415
1,1,27,2018,"2200 Block CENTRE AV PITTSBURGH, PA ",35,0,23,2,501,6,3,-79.97598705,40.4451544
1,0,44,2018,"2100 Block SARAH ST PITTSBURGH, PA ",2,0,18,3,2614,3,3,-79.97611962,40.42742259
0,0,30,2018,"S 18TH ST PITTSBURGH, PA ",3,0,99,3,,,,0,0
1,1,24,2018,"600 Block WOOD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99942351,40.44209205
1,1,49,2018,"300 Block WOOD ST PITTSBURGH, PA ",35,0,86,2,201,6,6,-80.00125059,40.43891788
0,2,49,2018,"300 Block WOOD ST PITTSBURGH, PA ",35,0,86,2,201,6,6,-80.00125059,40.43891788
1,0,50,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,50,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,27,2018,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98414574,40.42879918
0,0,24,2018,"200 Block SHILOH ST PITTSBURGH, PA ",2,0,55,3,1914,2,5,-80.00757224,40.43071915
0,0,24,2018,"200 Block SHILOH ST PITTSBURGH, PA ",35,0,55,3,1914,2,5,-80.00757224,40.43071915
1,3,28,2018,"W CARSON ST & FT PITT BRDG RAMP PITTSBURGH, PA ",2,0,59,3,1921,,,0,0
1,3,25,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",12,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",12,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,28,2018,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98414574,40.42879918
1,3,19,2018,"200 Block ATWOOD ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95688887,40.44042041
1,1,15,2018,"5000 Block PENN AV PITTSBURGH, PA ",47,0,99,5,,9,2,-79.9431879,40.46506932
1,3,19,2018,"200 Block ATWOOD ST PITTSBURGH, PA ",5,0,22,4,405,3,3,-79.95688887,40.44042041
1,3,19,2018,"200 Block ATWOOD ST PITTSBURGH, PA ",9,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,25,2018,"1600 Block ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98281564,40.42848566
1,0,25,2018,"1600 Block ROLAND ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98281564,40.42848566
1,0,21,2018,"S 21ST ST & SIDNEY ST PITTSBURGH, PA ",4,0,13,3,1609,3,3,-79.97617756,40.42941841
1,0,32,2018,"CAREY WY & S 17TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98209722,40.42838021
1,0,21,2018,"SARAH ST & S 20TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.97772777,40.42766893
0,0,22,2018,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,1,21,2018,"300 Block LAWN ST PITTSBURGH, PA ",17,0,75,4,409,6,3,-79.96360688,40.43448213
1,1,21,2018,"300 Block LAWN ST PITTSBURGH, PA ",9,0,75,4,409,6,3,-79.96360688,40.43448213
1,1,23,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",17,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,23,2018,"E CARSON ST & S 13TH ST PITTSBURGH, PA ",1,0,13,3,1702,3,3,-79.9853271,40.42877496
1,1,32,2018,"ALLEN ST & E WARRINGTON AV PITTSBURGH, PA ",5,0,19,3,1803,3,5,-79.99373781,40.42180212
1,0,41,2018,"300 Block WYOMING ST PITTSBURGH, PA ",2,0,55,3,1914,2,5,-80.00660987,40.42870818
1,0,35,2018,"5800 Block FORWARD AV PITTSBURGH, PA ",18,0,46,4,1408,5,3,-79.92335695,40.4295955
1,1,31,2018,"2300 Block 49 AV PITTSBURGH, PA ",14,0,49,3,1603,3,3,-79.97443901,40.41708735
1,1,31,2018,"2300 Block 49 AV PITTSBURGH, PA ",14,0,49,3,1603,3,3,-79.97443901,40.41708735
1,0,58,2018,"700 Block 6 AV PITTSBURGH, PA ",7,0,6,4,1517,5,3,-79.93814526,40.4250358
1,1,76,2018,"200 Block ROCHELLE ST PITTSBURGH, PA ",14,0,61,3,3001,3,5,-79.99062279,40.41505082
0,1,42,2018,"300 Block W ELIZABETH ST PITTSBURGH, PA ",7,0,32,4,1501,5,3,-79.94720878,40.40656053
1,0,47,2018,"COMMONWEALTH PL & LIBERTY AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00675198,40.44084198
1,0,21,2018,"5300 Block BEELER ST PITTSBURGH, PA ",2,0,90,4,1401,8,3,-79.93367144,40.44536867
1,1,22,2018,"5100 Block HILLCREST ST PITTSBURGH, PA ",13,0,52,5,1016,9,2,-79.94187888,40.46849763
1,0,20,2018,"5600 Block D49 RD PITTSBURGH, PA ",1,0,46,4,1413,5,3,-79.92729027,40.43662822
1,0,20,2018,"5600 Block D49 RD PITTSBURGH, PA ",9,0,46,4,1413,5,3,-79.92729027,40.43662822
0,2,25,2018,"CAREY WY & S 17TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98209722,40.42838021
1,1,32,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,76,2018,"200 Block LONDON TOWNE DR PITTSBURGH, PA ",14,0,7,6,1917,4,5,-80.00956952,40.41067593
1,0,76,2018,"200 Block LONDON TOWNE DR PITTSBURGH, PA ",5,0,7,6,1917,4,5,-80.00956952,40.41067593
0,0,25,2018,"200 Block LONDON TOWNE DR PITTSBURGH, PA ",14,0,7,6,1917,4,5,-80.00956952,40.41067593
1,0,31,2018,"300 Block 20 DR PITTSBURGH, PA ",2,0,20,1,2205,1,6,-80.01179547,40.44576994
1,0,31,2018,"300 Block 20 DR PITTSBURGH, PA ",1,0,20,1,2205,1,6,-80.01179547,40.44576994
1,0,31,2018,"300 Block 20 DR PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.01179547,40.44576994
1,0,25,2018,"200 Block S HIGHLAND AV PITTSBURGH, PA ",10,0,67,4,708,8,2,-79.92543474,40.45853284
1,0,25,2018,"200 Block S HIGHLAND AV PITTSBURGH, PA ",2,0,67,4,708,8,2,-79.92543474,40.45853284
1,1,25,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",1,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",12,0,13,3,1702,3,3,-79.98330671,40.42868483
0,1,33,2018,"1600 Block BROWNSVILLE RD PITTSBURGH, PA ",0,0,11,3,2902,4,3,-79.98914687,40.39979828
1,0,28,2018,"S 18TH ST & CAREY WY PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98060846,40.42829021
0,0,11,2018,"700 Block DOOLITTLE ST PITTSBURGH, PA ",14,0,15,6,2805,2,5,-80.07542625,40.41443401
0,0,11,2018,"800 Block DOOLITTLE ST PITTSBURGH, PA ",14,0,15,6,2805,2,5,-80.074548,40.41494706
1,1,57,2018,"2000 Block DE RUAD ST PITTSBURGH, PA ",2,0,76,4,402,2,5,-80.04190688,40.45167392
1,0,36,2018,"BEDFORD SQ & BINGHAM ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98621187,40.42942371
1,0,36,2018,"BEDFORD SQ & BINGHAM ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98621187,40.42942371
1,0,35,2018,"BEDFORD SQ & BINGHAM ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98621187,40.42942371
1,0,21,2018,"1600 Block SMALLMAN ST PITTSBURGH, PA ",2,0,24,2,203,7,6,-79.98764669,40.44956619
1,0,21,2018,"1600 Block SMALLMAN ST PITTSBURGH, PA ",7,0,24,2,203,7,6,-79.98764669,40.44956619
1,1,22,2018,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98642219,40.42874965
1,0,20,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,20,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,23,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,29,2018,"1300 Block E CARSON ST PITTSBURGH, PA ",7,0,13,3,1702,3,3,-79.98517511,40.42860697
1,1,20,2018,"60 Block S 17TH ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98210765,40.42998813
1,1,49,2018,"2ND AV & GLEN CALADH ST PITTSBURGH, PA ",13,0,32,4,1515,5,3,-79.94384519,40.40915052
1,0,57,2018,"2100 Block CAREY WY PITTSBURGH, PA ",8,0,13,3,1609,3,3,-79.97626689,40.42798233
1,0,57,2018,"2100 Block CAREY WY PITTSBURGH, PA ",14,0,13,3,1609,3,3,-79.97626689,40.42798233
1,3,23,2018,"LIBERTY TUNNELS PITTSBURGH, PA ",0,0,50,3,1706,,,0,0
1,0,24,2018,"LIBERTY TUNNELS PITTSBURGH, PA ",0,0,50,3,1706,,,0,0
1,1,47,2018,"1600 Block SAW MILL RUN BL PITTSBURGH, PA ",2,0,11,3,2901,4,5,-79.9998956,40.397783
1,0,36,2018,"WOOD ST & 6TH AV PITTSBURGH, PA ",0,0,86,2,201,6,6,-79.99949835,40.44209961
1,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,26,2018,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98414574,40.42879918
1,0,27,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,27,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",65,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,24,2018,"WALNUT ST & BELLEFONTE ST PITTSBURGH, PA ",2,0,67,4,703,8,2,-79.93384883,40.45115772
1,0,24,2018,"WALNUT ST & BELLEFONTE ST PITTSBURGH, PA ",5,0,67,4,703,8,2,-79.93384883,40.45115772
1,0,24,2018,"WALNUT ST & BELLEFONTE ST PITTSBURGH, PA ",6,0,67,4,703,8,2,-79.93384883,40.45115772
0,0,21,2018,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98342493,40.42881518
0,0,21,2018,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98342493,40.42881518
0,0,21,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,55,2018,"EAST ST & E OHIO ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99783935,40.45392477
1,1,23,2018,"800 Block 49 AV PITTSBURGH, PA ",0,0,50,3,1706,3,5,-79.99153965,40.42592732
0,0,33,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,31,2018,"E OHIO ST & MIDDLE ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99915909,40.4537522
1,0,42,2018,"GRANT ST & FORT PITT BL PITTSBURGH, PA ",0,0,86,2,201,6,6,-79.99899583,40.43613571
1,0,42,2018,"GRANT ST & FORT PITT BL PITTSBURGH, PA ",0,0,86,2,201,6,6,-79.99899583,40.43613571
1,0,41,2018,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98642219,40.42874965
1,1,17,2018,"400 Block WOOD ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00122331,40.43937546
1,1,16,2018,"400 Block WOOD ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00122331,40.43937546
1,1,16,2018,"400 Block WOOD ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00122331,40.43937546
0,1,17,2018,"200 Block E OHIO ST PITTSBURGH, PA ",7,0,12,1,2204,1,1,-80.00366043,40.45302239
0,1,31,2018,"900 Block FREEPORT RD PITTSBURGH, PA ",14,0,76,5,402,9,2,-79.89431722,40.48808181
1,0,28,2018,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",8,0,99,3,,3,3,-79.98343519,40.42855549
1,1,61,2018,"CENTRE AV & DINWIDDIE ST PITTSBURGH, PA ",4,0,63,2,305,6,3,-79.98056237,40.4434442
1,1,61,2018,"CENTRE AV & DINWIDDIE ST PITTSBURGH, PA ",2,0,63,2,305,6,3,-79.98056237,40.4434442
1,1,61,2018,"CENTRE AV & DINWIDDIE ST PITTSBURGH, PA ",5,0,63,2,305,6,3,-79.98056237,40.4434442
1,1,62,2018,"40 Block PERRY ST PITTSBURGH, PA ",2,0,23,2,501,6,3,-79.97766227,40.44605891
1,0,20,2018,"S BOUQUET ST & JONCAIRE ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95372245,40.44044307
1,0,20,2018,"S BOUQUET ST & JONCAIRE ST PITTSBURGH, PA ",9,0,22,4,405,3,3,-79.95372245,40.44044307
0,1,39,2018,"300 Block ATWOOD ST PITTSBURGH, PA ",1,0,22,4,405,3,3,-79.95594514,40.43951759
0,1,42,2018,"1300 Block FEDERAL ST PITTSBURGH, PA ",13,0,87,1,2206,1,1,-80.00687314,40.45673145
1,1,43,2018,"MADISON AV & E OHIO ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99679212,40.4541044
1,1,39,2018,"E OHIO ST & CEDAR AV PITTSBURGH, PA ",13,0,12,1,2204,1,1,-80.00169385,40.45331224
0,0,16,2018,"300 Block MAIN ST PITTSBURGH, PA ",10,0,72,2,902,7,2,-79.95794436,40.46737503
0,0,16,2018,"300 Block MAIN ST PITTSBURGH, PA ",7,0,72,2,902,7,2,-79.95794436,40.46737503
0,1,11,2018,"E WARRINGTON AV & ALLEN ST PITTSBURGH, PA ",10,0,19,3,1803,3,5,-79.99373781,40.42180212
1,1,17,2018,"200 Block OAKBROOK CIR PITTSBURGH, PA ",14,0,3,6,2811,2,5,-80.0422548,40.43175997
0,1,24,2018,"3000 Block WADLOW ST PITTSBURGH, PA ",0,0,21,1,2715,1,1,-80.02928181,40.47198755
0,1,29,2018,"500 Block E WARRINGTON AV PITTSBURGH, PA ",11,0,60,3,1809,3,5,-79.9986933,40.42100021
0,1,11,2018,"E WARRINGTON AV & ALLEN ST PITTSBURGH, PA ",10,0,19,3,1803,3,5,-79.99373781,40.42180212
0,1,11,2018,"E WARRINGTON AV & ALLEN ST PITTSBURGH, PA ",10,0,19,3,1803,3,5,-79.99373781,40.42180212
0,1,11,2018,"E WARRINGTON AV & ALLEN ST PITTSBURGH, PA ",10,0,19,3,1803,3,5,-79.99373781,40.42180212
1,1,15,2018,"20 Block CURTIN AV PITTSBURGH, PA ",7,0,60,3,1809,3,5,-79.99870609,40.42028438
1,1,18,2018,"KELLY ST & N MURTLAND ST PITTSBURGH, PA ",10,0,42,5,1207,9,2,-79.90184297,40.45661949
1,1,19,2018,"KELLY ST & N MURTLAND ST PITTSBURGH, PA ",10,0,42,5,1207,9,2,-79.90184297,40.45661949
1,0,23,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,46,2018,"BEAVER AV & ISLAND AV PITTSBURGH, PA ",0,0,99,1,,6,1,-80.03213111,40.46206163
1,1,62,2018,"40 Block PERRY ST PITTSBURGH, PA ",0,0,23,2,501,6,3,-79.97766227,40.44605891
1,1,43,2018,"1700 Block BELLEAU DR PITTSBURGH, PA ",8,0,37,1,2509,6,1,-80.00698007,40.46030258
1,0,26,2018,"S 13TH ST & SARAH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98529012,40.42765878
1,1,34,2018,"400 Block SMITHFIELD ST PITTSBURGH, PA ",8,0,86,2,201,6,6,-79.99946609,40.43872176
1,1,34,2018,"400 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99946609,40.43872176
1,1,34,2018,"400 Block SMITHFIELD ST PITTSBURGH, PA ",13,0,86,2,201,6,6,-79.99946609,40.43872176
1,1,14,2018,"6200 Block PENN AV PITTSBURGH, PA ",18,0,9,5,1115,8,2,-79.92271679,40.46059432
1,1,14,2018,"6200 Block PENN AV PITTSBURGH, PA ",8,0,9,5,1115,8,2,-79.92271679,40.46059432
1,0,20,2017,"ATWOOD ST & SENNOTT ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95686651,40.44048192
1,0,28,2018,"E CARSON ST & S 14TH ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98414574,40.42879918
1,0,23,2018,"80 Block S 11TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98758181,40.42802632
1,0,19,2018,"300 Block SEMPLE ST PITTSBURGH, PA ",13,0,22,4,405,3,3,-79.95709363,40.43873757
1,0,22,2018,"1400 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98403098,40.42864859
1,1,29,2018,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,0,21,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2018,"300 Block LAWN ST PITTSBURGH, PA ",2,0,75,4,409,6,3,-79.96360688,40.43448213
1,1,27,2018,"1500 Block BINGHAM ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98325447,40.42932124
1,0,29,2018,"200 Block ATWOOD ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,29,2018,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,0,29,2018,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",26,0,13,3,1702,3,3,-79.98343519,40.42855549
1,0,29,2018,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98343519,40.42855549
1,1,32,2018,"1400 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98403098,40.42864859
1,0,22,2018,"S BOUQUET ST & ROBERTO CLEMENTE DR PITTSBURGH, PA ",13,0,22,4,405,3,3,-79.95438591,40.44081277
1,1,26,2018,"CLOVER ST & 49 AV PITTSBURGH, PA ",2,0,49,3,1603,3,3,-79.97133381,40.41760141
0,0,24,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,18,2018,"200 Block 20 DR PITTSBURGH, PA ",9,0,20,1,2205,1,6,-80.00955477,40.4462843
0,0,18,2018,"200 Block 20 DR PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.00955477,40.4462843
0,0,20,2018,"200 Block 20 DR PITTSBURGH, PA ",9,0,20,1,2205,1,6,-80.00955477,40.4462843
0,0,20,2018,"200 Block 20 DR PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.00955477,40.4462843
0,1,28,2018,"1800 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.9802658,40.42847887
1,0,31,2018,"ROLAND ST & S 16TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98283645,40.42854098
0,0,25,2018,"ATWOOD ST & SENNOTT ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95686651,40.44048192
1,0,26,2018,"10 Block BEDFORD SQ PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98606492,40.42932647
1,0,28,2018,"1200 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98638716,40.42869554
1,0,34,2018,"1800 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.9802658,40.42847887
1,0,34,2018,"1800 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.9802658,40.42847887
0,0,25,2018,"S 15TH ST & BINGHAM ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98340435,40.42946909
1,0,21,2018,"1800 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.9802658,40.42847887
1,0,21,2018,"1800 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.9802658,40.42847887
1,0,22,2018,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98414574,40.42879918
1,0,26,2018,"S 21ST ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1609,3,3,-79.97626513,40.42850578
1,0,34,2018,"1600 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98264653,40.42874675
0,0,22,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,25,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",5,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,25,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",31,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,23,2018,"ROLAND ST & S 16TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98283645,40.42854098
1,0,24,2018,"S 14TH ST & SARAH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98406865,40.42763779
0,0,25,2018,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,38,2018,"1500 Block SARAH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98345288,40.42757014
0,0,36,2018,"1500 Block SARAH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98345288,40.42757014
1,0,23,2018,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98342493,40.42881518
0,0,23,2018,"S BOUQUET ST & SENNOTT ST PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95554788,40.44145304
0,0,19,2018,"300 Block CRAFT AV PITTSBURGH, PA ",9,0,75,4,409,3,3,-79.96134974,40.43534988
1,0,26,2018,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,26,2018,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98271222,40.4288317
0,1,22,2018,"1700 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98186901,40.4285852
1,0,27,2018,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98642219,40.42874965
0,0,26,2018,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98642219,40.42874965
0,3,33,2018,"1600 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98264653,40.42874675
0,3,33,2018,"1600 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98264653,40.42874675
0,3,33,2018,"1600 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98264653,40.42874675
1,0,23,2018,"FOX WY & S 19TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.97900072,40.43003672
0,1,31,2018,"20 Block MARNE WY PITTSBURGH, PA ",1,0,55,3,1914,2,5,-80.01255449,40.42381048
0,1,31,2018,"20 Block MARNE WY PITTSBURGH, PA ",11,0,55,3,1914,2,5,-80.01255449,40.42381048
